route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
Oa_36_3,1,5075,Orbiter via The Palms,,0,99704,4347,1,1
95_26_3,1,1916,Pegasus,,1,9571,4343,1,1
60_66_3,1,3357,Southshore via City,,0,6071,4323,1,1
80_61_3,1,1792,Parklands via City,,0,8076,4337,1,1
44_01_3,1,3475,Shirley & Dallington,,1,4471,4317,1,1
7_77_3,1,5481,Queenspark via City,,1,7709,4153,1,1
97_72_3,1,2003,Pegasus,,0,9571,3380,1,1
107_71_3,1,7411,Northlands,,0,10771,4125,1,1
Oa_36_3,1,5073,Orbiter via The Palms,,0,99705,4347,1,1
27_17_3,1,10705,Northwood via City,,1,27702,4502,1,1
Oc_36_3,1,5562,Orbiter via St Martins,,1,89703,4209,1,1
100_36_3,1,4952,Halswell,,1,10073,4605,1,1
1_62_3,1,1546,Princess Margaret Hospital,,0,1077,2110,1,1
F_94_4,1,7115,Diamond Harbour,,1,7777,2207,1,1
8_44_3,1,10259,Airport via Colombo St & City,,1,80708,4331,1,1
100_36_3,1,4942,Halswell,,1,10075,4605,1,1
130_73_3,1,3677,Avonhead,,1,13072,3321,1,1
1_62_3,1,1501,Belfast via City,,1,1082,4302,1,1
130_73_3,1,3676,Avonhead,,1,13071,3321,1,1
140_00_3,1,2679,Mt Pleasant via Eastgate,,1,1471,4012,1,1
8_44_3,1,10265,Airport via Colombo St & City,,1,80708,4331,1,1
3_67_3,1,4478,Airport via University,,1,3706,4203,1,1
97_72_3,1,2009,Acacia Ave Rangiora,,1,9571,2204,1,1
140_00_3,1,2722,Russley & Hornby via Eastgate,,0,1475,4136,1,1
5_14_3,1,3047,New Brighton via City,,0,5705,4321,1,1
F_94_4,1,7091,Lyttelton,,0,7777,2206,1,1
3_67_3,1,4459,Airport via University,,1,3710,4203,1,1
7_77_3,1,5515,Halswell via City,,0,7701,4154,1,1
60_66_3,1,3351,Southshore via City,,0,6072,4323,1,1
820_74_3,1,3981,Lincoln,,0,82072,4340,1,1
27_17_3,1,10706,Northwood via City,,1,27701,4502,1,1
130_73_3,1,3653,Hei Hei & Hornby,,0,13071,4612,1,1
3_67_3,1,4473,Sheffield Cres via University,,1,3711,4202,1,1
1_62_3,1,1563,Princess Margaret Hospital,,0,1073,2110,1,1
60_66_3,1,3307,Hillmorton & Wigram via City,,1,6076,4324,1,1
3_67_3,1,4502,Sumner via City,,0,3707,4614,1,1
27_17_3,1,10697,Northwood via City,,1,27704,4502,1,1
130_73_3,1,3662,Avonhead,,1,13071,3321,1,1
F_94_4,1,7095,Lyttelton,,0,7777,2206,1,1
80_61_3,1,1806,Parklands via City,,0,8076,4337,1,1
8_44_3,1,10240,Lyttelton via City & Colombo St,,0,80701,4326,1,1
1_62_3,1,1482,Rangiora via City,,1,1071,4305,1,1
60_66_3,1,3312,Hillmorton & Wigram via City,,1,6077,4324,1,1
5_14_3,1,3113,Rolleston via City,,1,5707,4319,1,1
100_36_3,1,4977,The Palms,,0,10075,4603,1,1
5_14_3,1,3112,Hornby via City,,1,5703,4318,1,1
Oc_36_3,1,5202,Orbiter via St Martins,,1,89706,4209,1,1
3_67_3,1,4528,Sumner via City,,0,3707,4614,1,1
1_62_3,1,1549,Princess Margaret Hospital & Cashmere,,0,1080,2108,1,1
8_44_3,1,10233,Lyttelton via City & Colombo St,,0,80708,4326,1,1
107_71_3,1,7412,Styx Mill & Supa Centa,,1,10771,4309,1,1
Oc_36_3,1,5209,Orbiter via St Martins,,1,89704,4209,1,1
7_77_3,1,5463,Queenspark via City,,1,7702,4153,1,1
Oa_36_3,1,5076,Orbiter via The Palms,,0,99705,4347,1,1
1_62_3,1,1506,Belfast via City,,1,1075,4402,1,1
5_14_3,1,3118,Hornby via City,,1,5711,4318,1,1
7_77_3,1,5496,Queenspark via City,,1,7703,4153,1,1
95_26_3,1,1911,Pegasus,,1,9571,4343,1,1
95_26_3,1,1926,City & Ara Institute,,0,9573,4144,1,1
3_67_3,1,4469,Airport via University,,1,3707,4203,1,1
1_62_3,1,1521,Rangiora via City,,1,1084,4303,1,1
60_66_3,1,3341,Southshore via City,,0,6075,4323,1,1
1_62_3,1,1483,Belfast via City,,1,1076,4402,1,1
3_67_3,1,4448,Sheffield Cres via University,,1,3712,4202,1,1
125_05_3,1,3882,Redwood via Hornby,,1,25704,4310,1,1
5_14_3,1,3069,New Brighton via City,,0,5709,4320,1,1
100_36_3,1,4959,Halswell,,1,10071,4605,1,1
3_67_3,1,4437,Airport via University,,1,3701,4203,1,1
820_74_3,1,3982,Lincoln,,0,82071,4340,1,1
125_05_3,1,3848,Westlake & Halswell via Hornby,,0,25705,3403,1,1
80_61_3,1,1799,Parklands via City,,0,8076,4337,1,1
7_77_3,1,5466,Queenspark via City,,1,7703,4153,1,1
820_74_3,1,3970,Burnham,,1,82072,3365,1,1
60_66_3,1,3304,Hillmorton & Wigram via City,,1,6074,4324,1,1
60_66_3,1,3305,Hillmorton & Wigram via City,,1,6077,4324,1,1
27_17_3,1,10682,Huntsbury via City,,0,27701,4404,1,1
120_42_3,1,4097,Burnside,,1,12072,4602,1,1
130_73_3,1,3667,Avonhead,,1,13072,3321,1,1
5_14_3,1,3110,Hornby via City,,1,5709,4318,1,1
Oa_36_3,1,5615,Orbiter via The Palms,,0,99704,4347,1,1
1_62_3,1,1538,Princess Margaret Hospital,,0,1080,2110,1,1
Oc_36_3,1,5561,Orbiter via St Martins,,1,89701,4209,1,1
1_62_3,1,1540,Princess Margaret Hospital,,0,1071,4308,1,1
Oa_36_3,1,5614,Orbiter via The Palms,,0,99705,4347,1,1
125_05_3,1,3887,Redwood via Hornby,,1,25704,4310,1,1
100_36_3,1,4938,Halswell,,1,10076,4605,1,1
60_66_3,1,3342,Southshore via City,,0,6076,4323,1,1
1_62_3,1,1553,Princess Margaret Hospital & Cashmere,,0,1073,2108,1,1
8_44_3,1,10261,Airport via Colombo St & City,,1,80703,4331,1,1
Oc_36_3,1,5203,Orbiter via St Martins,,1,89704,4209,1,1
95_26_3,1,1933,City & Ara Institute,,0,9574,4144,1,1
8_44_3,1,10246,Airport via Colombo St & City,,1,80706,4331,1,1
130_73_3,1,3670,Avonhead,,1,13073,3321,1,1
Oa_36_3,1,5074,Orbiter via The Palms,,0,99706,4347,1,1
8_44_3,1,10267,Airport via Colombo St & City,,1,80701,4331,1,1
44_01_3,1,3463,Shirley & Dallington,,1,4471,4317,1,1
8_44_3,1,10268,Airport via Colombo St & City,,1,80702,4331,1,1
7_77_3,1,5516,Halswell via City,,0,7709,4154,1,1
140_00_3,1,2707,Russley & Hornby via Eastgate,,0,1471,4136,1,1
140_00_3,1,2689,Mt Pleasant via Eastgate,,1,1473,4012,1,1
80_61_3,1,1811,City,,0,8074,4005,1,1
1_62_3,1,1499,Belfast via City,,1,1081,4302,1,1
F_94_4,1,7107,Diamond Harbour,,1,7777,2207,1,1
80_61_3,1,1834,Lincoln via City,,1,8076,4339,1,1
1_62_3,1,1510,Belfast via City,,1,1081,4402,1,1
60_66_3,1,3324,Hillmorton & Wigram via City,,1,6074,4324,1,1
100_36_3,1,4979,The Palms,,0,10076,4603,1,1
5_14_3,1,3119,Hornby via City,,1,5713,4318,1,1
8_44_3,1,10226,Lyttelton via City & Colombo St,,0,80706,4326,1,1
F_94_4,1,7101,Lyttelton,,0,7777,2206,1,1
5_14_3,1,3058,New Brighton via City,,0,5709,4320,1,1
100_36_3,1,4931,Halswell,,1,10075,4605,1,1
Oa_36_3,1,5617,Orbiter via The Palms,,0,99702,4347,1,1
95_26_3,1,1915,Pegasus,,1,9576,4343,1,1
60_66_3,1,3360,Southshore via City,,0,6077,4323,1,1
44_01_3,1,3461,Shirley & Dallington,,1,4472,4317,1,1
Oa_36_3,1,5616,Orbiter via The Palms,,0,99706,4347,1,1
29_04_3,1,2503,City via Fendalton,,0,2971,2150,1,1
95_26_3,1,1930,City & Ara Institute,,0,9571,4144,1,1
F_94_4,1,7109,Diamond Harbour,,1,7777,2207,1,1
29_04_3,1,2508,City via Fendalton,,0,2971,2150,1,1
29_04_3,1,2497,City via Fendalton,,0,2971,2150,1,1
3_67_3,1,4484,Airport via University,,1,3709,4203,1,1
140_00_3,1,2710,Russley & Hornby via Eastgate,,0,1473,4136,1,1
130_73_3,1,3668,Avonhead,,1,13075,3321,1,1
100_36_3,1,4981,The Palms,,0,10073,4603,1,1
29_04_3,1,2524,Airport via Fendalton,,1,2972,2151,1,1
1_62_3,1,1477,Belfast via City,,1,1071,4402,1,1
5_14_3,1,3091,Rolleston via City,,1,5702,4319,1,1
107_71_3,1,7410,Northlands,,0,10771,4125,1,1
7_77_3,1,5529,Halswell via City,,0,7702,4154,1,1
107_71_3,1,7406,Northlands,,0,10771,4125,1,1
F_94_4,1,7098,Lyttelton,,0,7777,2206,1,1
80_61_3,1,1837,Lincoln via City,,1,8076,4339,1,1
F_94_4,2,7121,Diamond Harbour,,1,8888,2207,1,1
F_94_4,2,7120,Lyttelton,,0,8888,2206,1,1
27_17_3,3,10552,Northwood via City,,1,27004,4502,1,1
1_62_3,3,1261,Belfast via City,,1,136,4302,1,1
Oa_36_3,3,7720,Orbiter via The Palms,,0,99005,4347,1,1
97_72_3,3,1942,Pegasus,,0,9507,3380,1,1
27_17_3,3,10537,Huntsbury via City,,0,27006,4404,1,1
5_14_3,3,2905,Hornby via City,,1,5013,4318,1,1
100_36_3,3,4791,Halswell,,1,10007,4605,1,1
80_61_3,3,1668,Parklands via City,,0,8008,4337,1,1
7_77_3,3,5330,Halswell via City,,0,7009,4154,1,1
Oc_36_3,3,7874,Orbiter via St Martins,,1,89012,4209,1,1
27_17_3,3,10558,Northwood via City,,1,27007,4502,1,1
7_77_3,3,5338,Halswell via City,,0,7004,4154,1,1
29_04_3,3,2413,Airport via Fendalton,,1,2903,2151,1,1
27_17_3,3,10510,Huntsbury via City,,0,27006,4404,1,1
7_77_3,3,5347,Halswell via City,,0,7004,4154,1,1
80_61_3,3,1690,Lincoln via City,,1,8001,4339,1,1
3_67_3,3,4128,Sheffield Cres via University,,1,3009,4202,1,1
29_04_3,3,2409,Airport via Fendalton,,1,2901,2151,1,1
5_14_3,3,2908,Hornby via City,,1,5001,4318,1,1
97_72_3,3,1963,Acacia Ave Rangiora,,1,9512,2204,1,1
8_44_3,3,10003,Lyttelton via City & Colombo St,,0,80521,4326,1,1
8_44_3,3,10034,Lyttelton via City & Colombo St,,0,80512,4326,1,1
Oc_36_3,3,7842,Orbiter via St Martins,,1,89007,4209,1,1
120_42_3,3,4028,Spreydon & Barrington,,0,1201,4611,1,1
130_73_3,3,3557,Avonhead,,1,1303,3321,1,1
Oa_36_3,3,7791,Orbiter via The Palms,,0,99007,4347,1,1
60_66_3,3,3193,Southshore via City,,0,6012,4323,1,1
44_01_3,3,3423,Shirley & Dallington,,1,4405,4317,1,1
1_62_3,3,1310,Princess Margaret Hospital & Cashmere,,0,103,2108,1,1
8_44_3,3,10066,Airport via Colombo St & City,,1,80509,4331,1,1
27_17_3,3,10516,Huntsbury via City,,0,27009,4404,1,1
125_05_3,3,3718,Westlake & Halswell via Hornby,,0,2501,3403,1,1
8_44_3,3,10028,Lyttelton via City & Colombo St,,0,80519,4326,1,1
Oa_36_3,3,7768,Orbiter via The Palms,,0,99003,4347,1,1
5_14_3,3,2914,Rolleston via City,,1,5018,4319,1,1
44_01_3,3,3414,Westmorland via City,,0,4401,3344,1,1
7_77_3,3,5248,Queenspark via City,,1,7010,4153,1,1
8_44_3,3,10113,Airport via Colombo St & City,,1,80521,4331,1,1
7_77_3,3,5333,Halswell via City,,0,7012,4154,1,1
3_67_3,3,4135,Sheffield Cres via University,,1,3015,4202,1,1
92_90_3,3,1594,City & Public Hospital,,0,9201,4342,1,1
Oc_36_3,3,7885,Orbiter via St Martins,,1,89007,4209,1,1
80_61_3,3,1700,Lincoln via City,,1,8001,4339,1,1
5_14_3,3,2801,New Brighton via City,,0,5005,4320,1,1
Oc_36_3,3,7870,Orbiter via St Martins,,1,89003,4209,1,1
81_25_3,3,1601,City & Ara Institute,,0,81002,4142,1,1
8_44_3,3,10045,Lyttelton via City & Colombo St,,0,80514,4326,1,1
7_77_3,3,5235,Queenspark via City,,1,7015,4153,1,1
5_14_3,3,2892,Hornby via City,,1,5005,4318,1,1
5_14_3,3,2833,New Brighton via City,,0,5016,4321,1,1
Oc_36_3,3,7853,Orbiter via St Martins,,1,89012,4209,1,1
Oa_36_3,3,7771,Orbiter via The Palms,,0,99005,4347,1,1
60_66_3,3,3179,Hillmorton & Wigram via City,,1,6009,4324,1,1
Oa_36_3,3,7743,Orbiter via The Palms,,0,99001,4347,1,1
3_67_3,3,4270,Sumner via City,,0,3014,4615,1,1
29_04_3,3,2423,Airport via Fendalton,,1,2902,2151,1,1
140_00_3,3,2581,Russley & Hornby,,0,1406,2133,1,1
80_61_3,3,1653,Parklands via City,,0,8011,4337,1,1
95_26_3,3,1855,Pegasus,,1,9511,4343,1,1
Oa_36_3,3,7777,Orbiter via The Palms,,0,99007,4347,1,1
7_77_3,3,5228,Queenspark via City,,1,7003,4153,1,1
F_94_4,3,7020,Lyttelton,,0,5555,2206,1,1
27_17_3,3,10515,Huntsbury via City,,0,27001,4404,1,1
135_63_3,3,7570,The Palms via Prestons,,1,1351,4311,1,1
5_14_3,3,2907,Rolleston via City,,1,5002,4319,1,1
125_05_3,3,3699,Westlake & Halswell via Hornby,,0,2502,3403,1,1
91_29_3,3,1589,Rangiora direct,,1,9107,4156,1,1
8_44_3,3,10047,Lyttelton via City & Colombo St,,0,80513,4326,1,1
1_62_3,3,1242,Belfast via City,,1,136,4402,1,1
44_01_3,3,3406,Westmorland via City,,0,4402,3344,1,1
120_42_3,3,4041,Spreydon & Barrington,,0,1201,4611,1,1
125_05_3,3,3750,Redwood via Hornby,,1,2504,4310,1,1
29_04_3,3,2391,City via Fendalton,,0,2901,2150,1,1
120_42_3,3,4043,Spreydon & Barrington,,0,1202,4611,1,1
80_61_3,3,1695,Lincoln via City,,1,8007,4339,1,1
5_14_3,3,2820,New Brighton via City,,0,5021,4320,1,1
95_26_3,3,1850,Pegasus & Waikuku Express,,1,9510,4344,1,1
27_17_3,3,10582,Northwood via City,,1,27001,4502,1,1
1_62_3,3,1245,Belfast via City,,1,135,4402,1,1
5_14_3,3,2783,New Brighton via City,,0,5007,4320,1,1
1_62_3,3,1278,Princess Margaret Hospital & Cashmere,,0,111,2108,1,1
80_61_3,3,1648,Parklands,,0,8012,4338,1,1
F_94_4,3,7024,Diamond Harbour,,1,5555,2207,1,1
27_17_3,3,10564,Northwood via City,,1,27001,4502,1,1
Oc_36_3,3,7873,Orbiter via St Martins,,1,89007,4209,1,1
27_17_3,3,10574,Northwood via City,,1,27009,4502,1,1
1_62_3,3,1291,Princess Margaret Hospital,,0,121,3311,1,1
140_00_3,3,2558,Mt Pleasant via Eastgate,,1,1407,4012,1,1
F_94_4,3,7037,Diamond Harbour,,1,5555,2207,1,1
7_77_3,3,5238,Queenspark via City,,1,7012,4153,1,1
3_67_3,3,4159,Sheffield Cres via University,,1,3001,4202,1,1
1_62_3,3,1279,Princess Margaret Hospital,,0,107,4308,1,1
27_17_3,3,10513,Huntsbury via City,,0,27003,4404,1,1
3_67_3,3,4242,Sumner via City,,0,3006,4615,1,1
1_62_3,3,1240,Rangiora Express,,1,128,4306,1,1
3_67_3,3,4243,Sumner via City,,0,3007,4614,1,1
Oc_36_3,3,7820,Orbiter via St Martins,,1,89003,4209,1,1
Oc_36_3,3,7858,Orbiter via St Martins,,1,89009,4209,1,1
1_62_3,3,1249,Belfast via City,,1,114,4302,1,1
820_74_3,3,3918,Burnham,,1,8202,3365,1,1
8_44_3,3,10112,Airport via Ara & City,,1,80519,4332,1,1
Oc_36_3,3,7821,Orbiter via St Martins,,1,89005,4209,1,1
5_14_3,3,2839,New Brighton via City,,0,5025,4321,1,1
130_73_3,3,3496,Hei Hei & Hornby,,0,1304,4612,1,1
Oa_36_3,3,7733,Orbiter via The Palms,,0,99001,4347,1,1
3_67_3,3,4196,Sheffield Cres via University,,1,3018,4202,1,1
1_62_3,3,1303,Princess Margaret Hospital,,0,115,4308,1,1
60_66_3,3,3188,Southshore via City,,0,6009,4323,1,1
60_66_3,3,3170,Hillmorton & Wigram via City,,1,6010,4324,1,1
27_17_3,3,10571,Northwood via City,,1,27003,4502,1,1
7_77_3,3,5351,Halswell via City,,0,7013,4154,1,1
7_77_3,3,5320,Halswell via City,,0,7013,4154,1,1
140_00_3,3,2576,Mt Pleasant via Eastgate,,1,1405,4012,1,1
5_14_3,3,2834,New Brighton via City,,0,5021,4320,1,1
1_62_3,3,1227,Rangiora via City,,1,138,4303,1,1
91_29_3,3,1582,City & Public Hospital,,0,9101,4341,1,1
29_04_3,3,2365,City via Fendalton,,0,2901,2150,1,1
107_71_3,3,7368,Northlands,,0,10701,4125,1,1
60_66_3,3,3221,Southshore via City,,0,6013,4323,1,1
27_17_3,3,10549,Northwood via City,,1,27007,4502,1,1
3_67_3,3,4225,Sumner via City,,0,3008,4614,1,1
60_66_3,3,3153,Hillmorton & Wigram via City,,1,6009,4324,1,1
80_61_3,3,1705,Lincoln via City,,1,8008,4339,1,1
7_77_3,3,5353,Halswell via City,,0,7016,4154,1,1
60_66_3,3,3212,Southshore via City,,0,6005,4323,1,1
80_61_3,3,1691,Lincoln via City,,1,8013,4339,1,1
Oc_36_3,3,7868,Orbiter via St Martins,,1,89013,4209,1,1
7_77_3,3,5342,Halswell via City,,0,7018,4154,1,1
3_67_3,3,4202,Sheffield Cres via University,,1,3004,4202,1,1
27_17_3,3,10517,Huntsbury via City,,0,27008,4404,1,1
3_67_3,3,4137,Airport via University,,1,3017,4203,1,1
97_72_3,3,1964,Acacia Ave Rangiora,,1,9513,2204,1,1
3_67_3,3,4269,Sumner via City,,0,3013,4615,1,1
1_62_3,3,1258,Belfast via City,,1,116,4402,1,1
1_62_3,3,1252,Belfast via City,,1,124,4402,1,1
80_61_3,3,1727,Lincoln via City,,1,8014,4339,1,1
8_44_3,3,10086,Airport via Colombo St & City,,1,80519,4331,1,1
Oa_36_3,3,7711,Orbiter via The Palms,,0,99005,4347,1,1
5_14_3,3,2858,Hornby via City,,1,5015,4318,1,1
5_14_3,3,2915,Hornby via City,,1,5025,4318,1,1
140_00_3,3,2612,Russley & Hornby via Eastgate,,0,1404,4136,1,1
60_66_3,3,3206,Southshore via New Brighton,,0,6014,3353,1,1
Oc_36_3,3,7854,Orbiter via St Martins,,1,89010,4209,1,1
8_44_3,3,10006,Lyttelton via City & Ara,,0,80514,4329,1,1
820_74_3,3,3933,Lincoln,,0,8202,4340,1,1
Oc_36_3,3,7847,Orbiter via St Martins,,1,89009,4209,1,1
820_74_3,3,3932,Lincoln,,0,8201,4340,1,1
125_05_3,3,3742,Redwood via Hornby,,1,2502,4310,1,1
7_77_3,3,5260,Queenspark via City,,1,7010,4153,1,1
120_42_3,3,4013,Burnside,,1,1204,4602,1,1
100_36_3,3,4813,Halswell,,1,10016,4605,1,1
Oc_36_3,3,7810,Orbiter via St Martins,,1,89003,4209,1,1
Oc_36_3,3,7862,Orbiter via St Martins,,1,89011,4209,1,1
44_01_3,3,3428,Westmorland via City,,0,4405,3344,1,1
Oa_36_3,3,7745,Orbiter via The Palms,,0,99002,4347,1,1
120_42_3,3,4018,Burnside,,1,1204,4602,1,1
60_66_3,3,3208,Southshore via City,,0,6012,4323,1,1
Oc_36_3,3,7848,Orbiter via St Martins,,1,89003,4209,1,1
Oc_36_3,3,7801,Orbiter via St Martins,,1,89001,4209,1,1
29_04_3,3,2415,Airport via Fendalton,,1,2901,2151,1,1
5_14_3,3,2860,Rolleston via City,,1,5013,4319,1,1
107_71_3,3,7366,Northlands,,0,10701,4125,1,1
Oc_36_3,3,7826,Orbiter via St Martins,,1,89008,4209,1,1
5_14_3,3,2847,New Brighton via City,,0,5018,4321,1,1
100_36_3,3,4786,Halswell,,1,10009,4605,1,1
29_04_3,3,2428,Airport via Fendalton,,1,2901,2151,1,1
135_63_3,3,7567,The Palms via Prestons,,1,1352,4311,1,1
5_14_3,3,2836,New Brighton via City,,0,5011,4320,1,1
3_67_3,3,4206,Airport via University,,1,3013,4203,1,1
140_00_3,3,2579,Russley & Hornby via Eastgate,,0,1404,4136,1,1
140_00_3,3,2546,Mt Pleasant via Eastgate,,1,1402,4012,1,1
130_73_3,3,3513,Hei Hei & Hornby,,0,1303,4612,1,1
3_67_3,3,4293,Sumner via City,,0,3022,4614,1,1
Oa_36_3,3,7747,Orbiter via The Palms,,0,99011,4347,1,1
8_44_3,3,10012,Lyttelton via City & Colombo St,,0,80507,4326,1,1
8_44_3,3,10052,Lyttelton via City & Colombo St,,0,80508,4326,1,1
8_44_3,3,10075,Airport via Colombo St & City,,1,80501,4620,1,1
7_77_3,3,5280,Queenspark via City,,1,7016,4153,1,1
100_36_3,3,4861,The Palms,,0,10009,4603,1,1
5_14_3,3,2840,New Brighton via City,,0,5008,4320,1,1
135_63_3,3,7580,New Brighton via Prestons,,0,1351,4312,1,1
44_01_3,3,3389,Shirley & Dallington,,1,4401,4317,1,1
140_00_3,3,2564,Mt Pleasant via Eastgate,,1,1406,4012,1,1
120_42_3,3,4024,Burnside,,1,1204,4602,1,1
27_17_3,3,10548,Northwood via City,,1,27008,4502,1,1
120_42_3,3,4016,Burnside,,1,1203,4602,1,1
120_42_3,3,4025,Burnside,,1,1206,4602,1,1
8_44_3,3,10027,Lyttelton via City & Ara,,0,80520,4329,1,1
Oc_36_3,3,7887,Orbiter via St Martins,,1,89013,4209,1,1
100_36_3,3,4855,The Palms,,0,10005,4603,1,1
95_26_3,3,1852,Pegasus Express,,1,9511,4345,1,1
60_66_3,3,3165,Hillmorton & Wigram via City,,1,6012,4324,1,1
7_77_3,3,5232,Queenspark via City,,1,7008,4153,1,1
29_04_3,3,2412,Airport via Fendalton,,1,2901,2151,1,1
27_17_3,3,10592,Northwood via City,,1,27002,4502,1,1
100_36_3,3,4847,The Palms,,0,10013,4604,1,1
820_74_3,3,3935,Lincoln,,0,8202,4340,1,1
135_63_3,3,7588,New Brighton via Prestons,,0,1351,4312,1,1
7_77_3,3,5352,Halswell via City,,0,7004,4154,1,1
F_94_4,3,7032,Diamond Harbour,,1,5555,2207,1,1
3_67_3,3,4157,Sheffield Cres via University,,1,3018,4202,1,1
Oa_36_3,3,7761,Orbiter via The Palms,,0,99006,4347,1,1
8_44_3,3,10078,Airport via Ara & City,,1,80513,4332,1,1
135_63_3,3,7569,The Palms via Prestons,,1,1352,4311,1,1
3_67_3,3,4247,Sumner via City,,0,3011,4615,1,1
44_01_3,3,3411,Shirley & Dallington,,1,4403,4317,1,1
7_77_3,3,5291,Halswell via City,,0,7009,4154,1,1
27_17_3,3,10523,Huntsbury via City,,0,27002,4404,1,1
5_14_3,3,2815,New Brighton via City,,0,5002,4320,1,1
27_17_3,3,10588,Northwood via City,,1,27009,4502,1,1
135_63_3,3,7572,The Palms via Prestons,,1,1351,4311,1,1
125_05_3,3,3749,Redwood via Hornby,,1,2503,4310,1,1
1_62_3,3,1263,Belfast via City,,1,114,4302,1,1
5_14_3,3,2797,New Brighton via City,,0,5004,4320,1,1
44_01_3,3,3371,Shirley & Dallington,,1,4401,4317,1,1
820_74_3,3,3922,Burnham,,1,8202,3365,1,1
5_14_3,3,2780,New Brighton via City,,0,5001,4320,1,1
130_73_3,3,3558,Avonhead,,1,1306,3321,1,1
3_67_3,3,4267,Sumner via City,,0,3011,4615,1,1
7_77_3,3,5271,Queenspark via City,,1,7008,4153,1,1
125_05_3,3,3720,Westlake & Halswell via Hornby,,0,2503,3403,1,1
1_62_3,3,1203,Rangiora via City,,1,105,4303,1,1
29_04_3,3,2373,City via Fendalton,,0,2902,2150,1,1
44_01_3,3,3404,Westmorland via City,,0,4401,3344,1,1
60_66_3,3,3226,Southshore via City,,0,6017,4323,1,1
7_77_3,3,5335,Halswell via City,,0,7017,4154,1,1
27_17_3,3,10590,Northwood via City,,1,27006,4502,1,1
80_61_3,3,1669,Parklands via City,,0,8010,4337,1,1
29_04_3,3,2403,Airport via Fendalton,,1,2901,2151,1,1
80_61_3,3,1651,Parklands via City,,0,8001,4337,1,1
5_14_3,3,2910,Hornby via City,,1,5027,4318,1,1
Oc_36_3,3,7804,Orbiter via St Martins,,1,89006,4209,1,1
8_44_3,3,10110,Airport via Colombo St & City,,1,80509,4331,1,1
8_44_3,3,10025,Lyttelton via City & Ara,,0,80505,4329,1,1
130_73_3,3,3499,Hei Hei & Hornby,,0,1302,4612,1,1
100_36_3,3,4779,Halswell,,1,10004,4605,1,1
3_67_3,3,4248,Sumner via City,,0,3012,4615,1,1
5_14_3,3,2916,Rolleston via City,,1,5026,4319,1,1
8_44_3,3,10099,Airport via Ara & City,,1,80521,4332,1,1
1_62_3,3,1345,Princess Margaret Hospital,,0,134,2110,1,1
29_04_3,3,2393,City via Fendalton,,0,2901,2150,1,1
80_61_3,3,1663,Parklands via City,,0,8001,4337,1,1
44_01_3,3,3393,Shirley & Dallington,,1,4403,4317,1,1
F_94_4,3,7030,Diamond Harbour,,1,5555,2207,1,1
44_01_3,3,3425,Shirley & Dallington,,1,4401,4317,1,1
29_04_3,3,2386,City via Fendalton,,0,2901,2150,1,1
F_94_4,3,7023,Diamond Harbour,,1,5555,2207,1,1
60_66_3,3,3192,Southshore via City,,0,6002,4323,1,1
125_05_3,3,3747,Redwood via Hornby,,1,2501,4310,1,1
140_00_3,3,2607,Russley & Hornby via Eastgate,,0,1405,4136,1,1
8_44_3,3,10094,Airport via Colombo St & City,,1,80507,4331,1,1
100_36_3,3,4860,The Palms,,0,10005,4603,1,1
130_73_3,3,3520,Hei Hei & Hornby,,0,1301,4612,1,1
80_61_3,3,1720,Lincoln via City,,1,8011,4339,1,1
80_61_3,3,1665,Parklands via City,,0,8013,4337,1,1
5_14_3,3,2867,Rolleston via City,,1,5019,4319,1,1
5_14_3,3,2812,New Brighton via City,,0,5004,4321,1,1
Oc_36_3,3,7852,Orbiter via St Martins,,1,89007,4209,1,1
130_73_3,3,3506,Hei Hei & Hornby,,0,85007,4108,1,1
120_42_3,3,4012,Burnside,,1,1202,4602,1,1
100_36_3,3,4789,Halswell,,1,10011,4605,1,1
Oc_36_3,3,7890,Orbiter via St Martins,,1,89005,4209,1,1
3_67_3,3,4174,Sheffield Cres via University,,1,3016,4202,1,1
F_94_4,3,7003,Lyttelton,,0,5555,2206,1,1
1_62_3,3,1225,Rangiora via City,,1,107,4303,1,1
Oa_36_3,3,7737,Orbiter via The Palms,,0,99011,4347,1,1
1_62_3,3,1316,Princess Margaret Hospital & Cashmere,,0,117,2108,1,1
100_36_3,3,4856,The Palms,,0,10009,4603,1,1
5_14_3,3,2913,Hornby via City,,1,5022,4318,1,1
29_04_3,3,2370,City via Fendalton,,0,2902,2150,1,1
29_04_3,3,2404,Airport via Fendalton,,1,2903,2151,1,1
3_67_3,3,4211,Airport via University,,1,3013,4203,1,1
29_04_3,3,2387,City via Fendalton,,0,2903,2150,1,1
95_26_3,3,1866,City & Ara Institute,,0,9501,4144,1,1
100_36_3,3,4823,The Palms,,0,10005,4603,1,1
1_62_3,3,1317,Princess Margaret Hospital,,0,107,4308,1,1
1_62_3,3,1285,City & Ara Institute Express,,0,109,3309,1,1
1_62_3,3,1327,Princess Margaret Hospital,,0,116,4308,1,1
1_62_3,3,1236,Belfast via City,,1,104,4402,1,1
Oc_36_3,3,7831,Orbiter via St Martins,,1,89006,4209,1,1
1_62_3,3,1234,Belfast via City,,1,103,4302,1,1
107_71_3,3,7370,Styx Mill & Supa Centa,,1,10701,4309,1,1
